file,ratio,blw,allNoun
data/English Textbook 4 Readability Level/medium/7-bdGlobal-9.tei,0,,60 | a | ability | add | age | age limit | are | as | assets | at | attitude | authority | begin | being | body | breakdown | breaking | burden | buy | can | capability | change | comfort | company | condition | country | crossing | culture | daughter | day | depression | deprivation | despite | disaster | disease | do | down | due | duty | education | elderly | enough | erosion | even | experience | face | fall | family | feel | find | first | flood | food | get | getting | give | given | go | government | ha | have | heir | help | high tide | honour | human | human beings | i | illness | importance | in | inability | income | industrialization | inferiority complex | influence | it | joint | judges | kind | knowledge | lack | law | leisure | life | life-style | like | little | loneliness | look | looking | loss | medicine | meet | memory | mentality | moral | more | must | natural | necessary | need | neglect | neighbourhood | no | none | now | nurse | occupation | old | old age | one | opinion | opportunity | or | out | over | parent | particular | past | people | permanent | poor | position | principle | problem | process | profession | reaching | reason | recreation | relative | relaxation | resource | respect | responsibility | result | right | rise | river | roads | savings | seek | self | senior citizen | sense | service | shelter | sick | sickness | small | society | sort | source | special | spending | spread | state | superior | talk | teacher | the street | there | things | time | transport | treatment | united nations | university | urbanization | us | valuable | values | victim | want | ward | weakness | while | who | will | willingness | work | world
data/English Textbook 4 Readability Level/medium/7-budh-10.tei,0.6211180124223602,cat,0 | a | advice | an | anarchy | animal | are | as | at | attack | authority | back | bank | be | best | body | border | brahmin | buddha | buddhism | buy | cat | cause | certainty | city | come | conference | country | danger | dare | days | decision | defeat | despair | discus | doctrine | dog | downfall | enemy | epidemic disease | even | famine | flow | force | free | ganges | gautama buddha | go | good | grip | half | have | he | home | i | in | individual | injustice | intention | it | keep | kind | king | kingdom | life | living | loss | man | mankind | may | means | meeting | men | message | minister | monk | neighbour | no | nobody | none | nothing | now | one | oppression | or | order | origin | outside | over | pali | parcel | part | people | person | port | possession | precept | present | prince | progress | prosperity | protector | rain | re | recitation | religion | religious | reply | request | rescue | respect | result | retard | return | rich | riches | rubbish | rule | save | sent | seven | shelter | showing | shrine | so | social | society | son | source | strength | superior | take | temple | the city | then | there | things | think | thinking | thought | three | thus | till | time | times | tyranny | un | unity | valuable | village | wa | ward | water | way | wealth | welfare | while | will | woman | word | works
data/English Textbook 4 Readability Level/medium/7-budh-1.tei,0,,12 | a | advice | age | aim | alms | amity | ancient | animal | animality | are | as | aspect | at | avail | b | barber | basic | basis | be | bearing | beast | begging | being | benefit | best | birth | bondage | born | bowl | brahma | brahmin | bringing | buddha | buddhism | buddhist | c | can | capital | carriage | case | caste | caste system | causing | ceremony | character | clan | cleaning | clear | close | cloth | coin | collection | come | common people | comprehensive | concentrate | consequence | controversy | conversation | cost | council | cows | creator | cultivation | cultivator | custom | dana | daughter | debate | deeds | deer | democracy | destruction | devotee | devotion | difference | dignity | dint | disadvantage | disciple | discussion | doctrine | doe | domination | e | earth | eight | embrace | emphasis | enlightenment | enmity | enough | entrance | equal | equality | even | everlasting | evil | example | excellency | exercise | eyes | fact | faith | farmer | father | favour | fell | felt | find | first | five | foe | fold | folks | foot | force | form | forward | found | four | free | freedom | friend | friendship | gardener | gautama buddha | get | give | given | giving | go | god | good | great | grove | ha | hand | happiness | harassment | have | he | heart | here | hi | high | himalayas | history | holy place | honour | house | human | human beings | human body | humanist | husband | i | idea | identity | importance | impossible | in | inconvenience | independent | india | inferior | initiate | instance | introduction | invitation | it | jainism | keeping | killing | king | kingdom | know | knowledge | kshatriya | l | lac | land | language | lay | led | left | let | lie | life | like | limb | little | livelihood | living | lord | loss | love | low | lower | lower class | m | maid | make | man | mango | mara | may | me | meal | means | meditation | meet | men | mentality | mere | message | mind | monastery | monk | more | mother | mouth | must | need | nice | night | no | noble | nothing | nun | offer | offering | oh | one | opportunity | oppression | or | order | ordinary | ordination | out | over | pali | parcel | part | past | path | pay | peace | people | performance | period | permission | permit | persecution | person | philosophy | place | poor | possible | power | practice | preaching | precept | present | prince | principle | prosecution | prostitute | provision | purpose | queens | real | reformation | refuse | religion | religious | religious right | religious rite | remove | reply | request | rescue | respect | return | revolution | rich | right | rite | road | robe | role | royal | rule | sacrifice | same | say | secret | senior | sentiment | separate | servant | serve | set | seven | shelter | shoes | show | siddhartha | simple | sin | skin | small | so | social | social status | social system | socialism | society | soma | son | sound | speech | spirit | state | still | story | subject | sudra | suffering | summary | superior | superiority | sutra | sweet | system | taking | teaching | ten | then | there | thief | thinking | thought | thus | time | tolerance | tone | trial | tribute | truth | utmost | valuable | view | violence | voice | wa | wall | way | weapon | wear | welfare | well | while | who | whole | why | widow | will | willing | wisdom | woman | years | yes
data/English Textbook 4 Readability Level/medium/7-budh-3.tei,0,,12 | a | absence | act | advice | affairs | affection | afternoon | aim | alcohol | allure | am | an | animal | anxiety | appreciation | are | as | at | attention | barley | basic | be | bed | behaviour | behind | being | best | bit | bodhisattva | body | born | bottom | break | buddha | buddhism | buddhist | butter | cake | can | cast | cause | clean | clear | cloth | come | compassion | concentrate | concentration | consent | contemplation | control | cosmetic | course | craving | crime | crop | cultivation | cultivator | daily | dance | day | days | death | deep | deer | desire | developing | devotee | direction | directive | discus | discussion | disposition | do | doings | drink | duty | e | earth | effects | eight | eighth | enough | even | evening | everlasting | evil | exercise | fact | family | fasting | feel | feeling | feelings | fell | felt | few | field | fighting | first step | five | flow | flower | fold | folk | followers | following | food | fortnight | foster | found | foundation | four | fragrance | free | front | fruit | fruit juice | full | full moon | ganja | gautama buddha | gem | get | ghee | given | go | good | great | great care | greed | habit | half | hamper | hand | hands | happiness | harm | harvest | harvesting | hatred | have | he | hearing | heart | here | hi | high | holy | honey | house | household | human being | human beings | hunger | i | ill | image | in | incident | increase | influence | instance | intoxicant | it | job | joke | joy | keep | killing | kind | kindness | king | know | labour | laity | lay | lead | least | let | lie | life | light | listening | livelihood | living | look | loss | lot | lying | m | magic | maid | make | malice | man | master | material | may | me | meal | meaning | means | meantime | meanwhile | meditation | member | merit | might | milk | mind | misconduct | molasses | moment | monastery | monk | month | moon | moral | morality | more | morning | much | music | musk | must | name | natural | necessary | new moon | night | no | noble | nobody | none | nothing | now | nutshell | observer | offer | offering | oh | or | ornament | out | outrage | owner | ox | pain | part | particular | passing | path | pay | people | perfect | performance | performer | permanent | person | personality | poor | possible | power | practice | prayer | precept | prince | pronunciation | proposal | prosperity | put | putting | quality | real | reason | recent | recitation | refrain | refuge | regulation | religious | respect | rest | result | rice | rich | right | rise | ritual | rule | salvation | saw | say | sea | seats | second | self | self-control | sensitivity | servant | set | sexual desire | show | showing | significance | sin | sir | sixteen | size | smell | so | song | sorrow | source | speaking | stage | stair | standing | start | stay | stealing | step | stomach | story | suffering | sun | sunrise | supper | sutra | sweet | take | taking | tale | tam | tea | teaching | tell | telling | ten | tendency | then | there | third | thought | three | thus | till | time | tolerance | treasure | tribute | triple | truth | us | using | valuable | violence | virtue | wa | walk | walking | water | way | ways | welfare | well | who | whole | will | wind | wine | wisdom | wish | witness | work | world | wrestling | year | yes
data/English Textbook 4 Readability Level/medium/7-budh-4.tei,0,,25 | 26 | 30 | a | advance | am | amity | an | animal | application | archer | are | arrow | as | associate | at | attainment | attendant | back | battle | be | behind | best | birth | bloodshed | body | bondage | born | brother | buddha | buddhism | buddhist | burning | can | cavity | cease | change | chapter | charity | close | colour | come | compassion | conduct | conquering | contentment | control | country | cycle | danger | death | debt | deceased | deep | delight | deliverance | desire | devotion | diamond | die | difference | disciple | discipline | divine | do | doctrine | due | e | earth | effort | elephant | emperor | english | enlightenment | episode | even | excellence | experience | expert | face | fall | family | famine | fear | fetter | field | fight | fighting | fire | five hundred | flood | food | founding | freedom | gang | gautama buddha | give | glory | go | god | gold | good | great | ha | half | hand | happiness | have | he | heavy | heedfulness | heedlessness | hell | help | here | hi | high | hill | holy | honour | horse | human | human being | i | immortal | imperial | in | incident | indra | intent | intention | interest | island | it | jade | keep | kill | killing | kind | king | kingdom | knowledge | lac | large | lead | leaving | led | let | life | like | livelihood | look | lordship | make | malice | man | may | me | meaning | means | meditation | meet | member | men | merchant | messenger | might | moment | monastery | money | monk | more | mortal | much | necessary | need | nick | no | noble | none | now | occasion | one | or | ordination | orissa | out | over | overlord | owner | pali | pardon | parent | part | people | perfection | persecution | person | place | plant | pleasure | poor | possible | predominance | present | prestige | put | quality | real | realm | reason | rebirth | refuge | religious | respect | return | rich | right | rightfulness | root | royal | ruler | salvation | same | satisfaction | save | saving | saying | scarcity | see | seed | self | serve | service | serving | set | shrine | sick | skill | small | so | sort | sovereign | split up | state | stealing | stem | stone | subject | superior | supernatural | sutra | sweet | swift | taking | then | there | thief | thinking | till | time | times | topic | treasure | try | two | underground | understanding | us | utilisation | version | virtue | voice | vow | wa | way | wealth | while | who | will | wine | wisdom | wise | wise man | word | world
data/English Textbook 4 Readability Level/medium/7-budh-11.tei,0,,120 | 50 | a | abbey | ability | accord | account | advice | age | alternate | an | anarchy | ancient | annotation | arabian | are | arguer | army | art | artist | as | asia | at | attainder | attitude | bangladesh | battle | be | bear | beast | beginning | behind | being | bengal | bengali | bent | best | bihar | bird | birth | blind | bodhisattva | body | book | bore | boundary | brahmaputra | brahmin | buddha | buddhism | buddhist | build | burma | burning | call | cambodia | can | candle | capital | care | case | centre | century | ceylon | change | chaos | chapter | china | city | clothes | coin | collect | collection | committee | composer | composing | conditions | conference | confusion | consonance | contemporary | contrary | contribution | convener | convention | copper | council | country | culture | curd | custom | d | day | days | dear | death | debate | decision | deeds | defeated | detail | devotion | dharma | difference | difference of opinion | disciple | discipline | discussion | dispute | do | doctrine | doha | down | drew | duplicate | duty | dynasty | east | education | effort | eight | eighth | eighty | elephant | eleventh | establishment | even | evening | evidence | expense | faith | fame | far | father | fault | favour | few | fifteen | finger | first | five | flower | followers | food | foot | form | former | found | founder | four | four hundred | fringe | fruit | ganges | gautama | gautama buddha | get | gift | give | given | glory | go | god | gold | good | grand | great | group | groves | ha | hand | have | he | hearing | heart | heaven | hi | high | himalayas | historian | history | horn | hundred | i | identification | identity | idle | idolatry | image | impossible | in | india | infidel | information | inscription | inside | instance | issue | it | j | japan | javan | judge | juice | jurisdiction | keep | kind | king | kingdom | know | knowledge | korea | kshatriya | kuru | labour | lama | language | large | last | leave | left | lesson | let | life | light | like | limited | liquid | literature | living | location | long run | long time | mahayana | mahayana buddhism | main | make | malay | man | management | manuscript | mark | may | me | meaning | means | meeting | member | memory | men | merchant | merit | messenger | middle | milk | mind | minister | monastery | money | monk | month | monument | moral | more | mountain | much | museum | name | names | nationality | need | nepal | news | no | noble | nobody | none | north | nothing | now | number | nursing | obedience | objection | obstacle | offering | old | one | opinion | oppression | or | order | orissa | out | outside | over | painting | pal | palas | pale | palm | palmyra | part | parts | passing | patron | peace | peninsula | people | period | permission | philosopher | philosophy | picture | piece | pillar | place | plant | plate | poet | pond | possible | power | precept | prejudice | present | preservation | principle | problem | protest | public | punishment | punjab | put | quality | quarrel | question | raj | real | reason | record | region | regulation | reign | relic | religion | religious | renaissance | result | rich | right | ritual | river | royal | ruin | ruination | rule | ruler | russia | saint | salt | same | save | saying | scarcity | scholar | scripture | sculpture | sea | seat | second | sent | separate | serve | session | seven | shadow | ship | side | silver | six | sixty | slab | small | so | soldier | son | song | source | south | special | speech | spiritual | spread | stage | standard | state | stay | stone | stop | store | stress | stupa | subject | subject matter | sumatra | summit | sun | superior | supporter | taiwan | take | tank | teacher | tell | temple | ten | thailand | theme | then | there | things | think | thought | thousand | three | throne | thus | tibet | tile | till | time | times | today | traveler | traveller | treaty | tribe | trifling | truth | twelve | two | umpire | us | use | versed | vietnam | village | villager | vishnu | vogue | wa | want | wash | way | wealth | well | west bengal | western | while | who | whole | will | word | words | work | working | works | world | writer | writing | writings | wrong | yana | year | years
data/English Textbook 4 Readability Level/medium/7-budh-5.tei,0,,a | abandon | absolute | action | addiction | advance | agriculture | alternative | amity | an | anger | animal | are | as | at | attainment | b | baby | bad | be | bear | behaviour | being | benefit | best | body | bondage | born | brief | brother | buddha | buddhism | business | c | can | cause | causing | cessation | chaos | come | common | compassion | concentrate | concentration | confusion | control | cordial | craving | deed | deeds | deep | demand | desire | destruction | determination | devotee | dint | do | doe | drink | e | earth | effort | eight | enemy | enjoyment | enough | enthusiasm | essential | even | everlasting | evil | examination | excellence | exercise | exercising | existence | extreme | extremity | family | fasting | feel | find | first | first step | food | form | forward | found | four | fourth | free | friend | friendly | full | full moon | get | give | given | giving | glory | go | goal | good | good health | good will | great | greed | ha | hand | happening | happiness | hatred | have | he | heart | heed | help | here | hi | hindrance | human | human being | human beings | i | ideal | ignorance | impossible | in | increase | influence | instance | intention | it | keep | kill | killing | kind | kindness | know | knowledge | lead | leading | lesson | lie | life | livelihood | living | loss | love | luxury | make | man | matter | may | means | meditation | member | mentality | middle | mind | mindfulness | misconduct | mistake | moderate | mother | must | necessary | night | no | noble | nobody | none | now | object | observance | official | one | or | organ | organs | out | over | parent | parts | pass | path | peace | peace of mind | people | perfect | performance | performer | performing | physical exercise | pleasure | positive | possible | power | practice | progress | prosperity | punishment | real | realization | reason | reject | religious | renunciation | respect | restlessness | result | right | root | sacrifice | salvation | second | service | services | shouting | show | siddhartha | significance | sin | single | sister | so | social | society | sort | soul | speech | spirit | stage | steady | stealing | step | student | suffering | super | take | talks | teacher | teaching | telling | temptation | there | think | third | thought | three | thus | till | time | tranquility | transient | treasure | trouble | truth | try | two | ultimate | us | vice | view | want | way | ways | ways and means | weakening | wealth | welcome | welfare | well | while | who | will | wisdom | wish | word | words | world | wrong
data/English Textbook 4 Readability Level/medium/7-budh-6.tei,0,,12 | a | above | active | addiction | advice | age | aim | an | anger | animal | are | as | ascetic | at | at home | attainment | autumn | be | bear | bearing | bed | begin | being | bengali | best | better | bhang | body | break | bringing | buddha | buddhist | can | cause | ceremony | charity | clock | come | concentrate | consciousness | cool | cosmetic | country | cow | craving | criticism | cultivation | cyclone | dana | dance | date | dawn | day | days | dead | decay | deep | devotee | devotion | difference | dint | direction | disciple | discus | discussion | disease | distress | disturbance | do | doctrine | doe | drinking | due | duty | earth | eight | eighth | emergency | ending | even | evening | everlasting | evil | excess | fact | faith | family | far | fasting | finish | fire | first | five | flood | following | food | foot | form | fortnight | found | four | fragrance | free | full | function | ganja | garland | gem | general | get | give | given | go | good | great | ha | habit | happiness | hatred | have | he | health | heaven | help | here | hi | high | high time | hindrance | hole | holy | human | human beings | i | ignorance | ill | illness | impossible | in | in time | incident | india | indra | interim | intoxicant | intoxication | it | jewel | kartik | keep | keeping | killing | kind | kindness | king | know | knowledge | last | law | lay | lead | leave | left | lie | life | like | living | look | lord | loss | lost | low | luxury | lying | magh | man | mass | may | meal | mean | mean time | meaning | means | meditation | meet | member | mendicant | message | mind | misconduct | monastery | monk | month | moon | moonlight | more | mountain | move | music | must | necessity | new moon | night | no | nowhere | nude | number | nun | o | observance | observer | obstruction | offer | offering | oh | old | one | open | opium | or | over | pain | palace | parcel | part | particular | pass | path | peace of mind | pearl | people | performance | performing | period | perishable | permanent | permit | place | pleasure | possible | poverty | power | practice | precept | purification | purpose | quest | rainy season | real | reason | recollection | reformation | refrain | regular | regulation | relief | religious | religious rite | remains | removal | reply | residence | resident | result | retarded | return | right | robe | rule | salvation | sea | season | seats | sermon | servant | service | sick | sickness | siddhartha | significance | sky | sleep | smoking | snake | so | social | song | spiritual | stage | standard | start | starting | stay | stealing | study | suffering | summer | sunshine | suspicion | sutra | system | take | taking | teaching | then | there | think | thinking | thought | three | thus | tile | till | time | times | topic | traveling | tree | try | twelve | type | uneasiness | us | vaisakha | vicar | vice | village | virtue | visit | wa | water | way | ways | wealth | wearing | week | wheel | while | who | whole | wild | will | wine | winter | wisdom | woman | womb | word | world | year | yellow
data/English Textbook 4 Readability Level/medium/7-budh-7.tei,0.5434782608695652,bus | table,10 | 11 | 19 | 21 | 29 | 5 | a | ability | above | acres | an | ancient | arabian | archaeology | architecture | are | area | arrow | arts | as | ascetic | asia | at | bangladesh | bank | basis | bath | bathe | bed | best | bihar | birth | bodhisattva | born | boyhood | breadth | broadness | buddha | buddhism | buddhist | building | bus | calcutta | calm | can | capital | cave | central | centre | century | certificate | chemistry | chief | chinese | city | clan | coin | college | come | commercial | community | conference | contemporary | contrary | corner | courtyard | cover | cup | curiosity | custody | cutting | daughter | daughter-in-law | day | days | dear | dearest | death | deed | deep | devotee | digging | ding | disciple | distance | district | donation | down | duty | dwelling | dynasty | earth | east | east india | education | eight | eighth | emancipation | emperor | empire | enemy | enlightenment | entire | equal | evening | event | evidence | fame | far | father | festival | fifteenth | first | five | fly | followers | foot | forest | found | foundation stone | four | four hundred | front | garden | gate | gates | gautama | gautama buddha | given | go | gold | good | gout | government | great | grove | ha | hall | have | he | hearing | here | hi | high | hill | himalayas | history | holy land | holy place | home | hundred | i | image | in | incident | increase | india | inn | inspiration | instance | institution | instruction | invitation | it | jungle | kill | kilometre | king | kingdom | know | knowledge | land | large | lay | learner | learning | leaving | left | length | lesson | level | library | lie | life | listening | living | local | logic | logician | main | mango | medical science | meditation | merchant | merit | mind | misery | monastery | monk | more | morning | mother | mound | museum | nag | name | necessary | need | nepal | no | north | northern | now | old | one | or | orchard | organization | original | out | outskirts | over | palace | pali | parts | passing | past | patronage | peculiarity | people | period | philosopher | philosophy | phonology | physician | pilgrim | pilgrimage | place | plan | plate | pleasure | plenty | ploughing | portion | pot | prayer | preaching | present | price | prince | principal | prison | professor | province | provisions | purchase | queen | quest | question | race | rail | railway station | raja | reason | red | region | reign | religion | religious | remembrance | renunciation | request | rest | result | rich | rich person | river | road | room | rooms | royal | ruin | ruler | saint | saw | scene | scholar | sculptor | seat | see | sell | sermon | set | shelter | shrine | siddhartha | six | skin disease | sky | small | so | soil | solution | son | source | south | space | special | spread | stand | station | step | stone | store | stream | student | study | studying | stupa | subject | suffering | swan | symbol | table | take | taking | tank | teaching | temple | ten | text | the city | then | there | things | think | third | three | thus | till | time | times | title | today | top | topic | town | traveller | two | university | upper | use | valley | village | visit | visiting | wa | wall | watching | way | west | why | wife | work | works | world | wounded | years
data/English Textbook 4 Readability Level/medium/7-christ-1.tei,0,,a | abraham | account | age | air | altar | am | an | are | as | aspiration | assurance | at | back | be | beloved | bible | blessing | border | bore | bound | boy | break | bush | can | chaldean | city | command | count | country | covenant | cow | cut | damascus | danger | day | deep | descendants | die | do | doe | dove | earth | egypt | euphrates | even | evil | faith | faithful | faithfulness | fall | family | father | fear | feel | felt | few | fill | foreign country | form | friend | friendship | fullness | give | given | go | goat | god | good | grace | grace of god | great | guarantee | ha | hand | happiness | hardship | have | he | heir | hi | home | hope | horn | human beings | hundred | hurt | i | in | infinite | isaac | it | joy | keep | kill | knife | know | lamb | land | left | life | light | like | look | lord | love | making | man | me | mind | mine | moment | more | mountain | much | name | nation | native land | need | no | nothing | now | offer | old | one | or | order | out | parent | peace | person | pigeon | place | poor | power | promise | property | prosperity | put | ram | read | ready | relative | request | reward | right | river | rope | sacrifice | sarah | saw | say | saying | see | sending | shield | show | sight | sign | sky | so | son | sorrow | sovereign | star | story | strike | suffering | suspense | take | tell | test | then | there | thing | things | think | three | trust | try | turn | twenty-five | ur | us | wa | wait | want | way | who | why | wife | will | wish | wood | words | world | years
data/English Textbook 4 Readability Level/medium/7-budh-9.tei,0,,a | accordance | act | advice | affection | age | ala | am | an | ancient | animal | aquatic | are | argument | arranging | arrow | article | as | astrology | at | avarice | back | bad | bade | bag | bank | be | bear | bed | begging | behaviour | behind | being | bird | birth | bit | blind | blue | boat | boatman | bodhisattva | body | born | brahmin | branch | break | brother | brotherhood | buddha | buddhism | building | business | buy | buying | call | calling | can | cant | carry | cash in hand | catch | chief | circumstances | city | coin | collect | come | comer | coming | comparison | condition | connection | consciousness | consequence | contrary | coordination | cost | costing | costs | country | course | crocodile | crow | cup | curve | danger | daughter | dawn | day | days | death | deceased | deeds | deep | deer | defeated | desire | destination | devotee | die | dint | disciple | distance | distress | do | doe | down | drink | drive | eating | eggs | eight | eighty | elder | eldest | elephant | emancipation | enjoyment | enlightenment | environment | even | exchange | eyes | face | fall | family | farewell | feel | feelings | fell | ferry | fetch | few | finding | finish | five | five hundred | flat | flesh | fly | folding | following | food | fool | forest | former | found | four | fraternity | friend | friendship | frog | fruit | fruitlessness | full | ganges | garden | gautama | gautama buddha | get | ghost | gift | girl | gist | give | giving | glad | go | going | gold | gold plate | good | good health | goodness | grand | grandmother | great | greed | grief | grinding | group | guest | ha | hand | hanging | happiness | have | hawker | he | head | heap | hearing | heart | heart failure | hearts | heaven | heavy | hell | help | here | hermit | hi | himalayas | history | hold | house | household | human | human beings | hundred | hunter | hurry | i | ill | illusion | in | incident | insect | intelligence | it | jackfruit | joy | jump | jumping | kill | kind | kindness | king | kingdom | kingship | know | knowledge | lac | land | language | large | last | lay | lead | leave | leaving | left | leg | legs | lesson | let | lie | life | like | listening | little | little girl | livelihood | look | looking | lord | loser | loss | lost | love | lying | majesty | make | male | man | manner | master | mat | me | mean time | means | meditation | member | men | mendicant | might | mind | moment | money | monkey | month | moral | more | mortal | mother | mountain | much | name | nature | necessary | necessity | need | needle | neglect | newcomer | no | nobody | none | nothing | now | nuisance | o | offer | offering | old | old woman | one | opposite | or | order | original | ornament | out | over | pain | palace | part | parts | passing | past | patience | pay | people | period | permission | piece | pitcher | place | plant | plate | platform | poor | power | prejudice | present | pretending | pretension | province | purchase | purpose | quarter | rainy season | raj | read | reading | reason | religion | religious | renunciation | request | respect | responsibility | rest | result | return | rice | rich | rich man | river | roaring | rule | run | rupee | sake | sale | same | sat | save | saw | say | saying | scale | scene | scripture | search | second | secret | see | seeing | seek | selling | serve | shadow | shelter | shouting | show | showing | side | sinking | sitting | so | so long | solar year | sound | spoiling | standing | stay | story | strength | supremacy | sweet | taka | take | teach | teacher | teaching | the hill | theme | then | there | things | think | thinking | third | thought | thousand | three | throw | thus | time | times | top | touch | tree | tribe | trouble | try | two | us | use | verse | vice | village | violence | virtue | wa | waiting | wandering | want | water | way | wealth | weight | well | what for | while | who | why | widening | wife | will | wings | wishing | woman | wood | word | words | working | wounded | years | young
data/English Textbook 4 Readability Level/medium/7-christ-2.tei,0,,a | affection | age | aged | am | amen | amount | an | animal | are | arms | as | aspiration | at | at home | back | bad | bade | be | bed | begin | being | benjamin | bible | bitterness | blame | born | bounds | brother | brotherhood | build | buy | can | canaan | care | choice | come | coming | commandment | common good | concrete | conflict | conscience | contrary | control | conversation | conversion | course | crisis | cup | daily | danger | day | days | dead | dearest | deeds | die | disturbance | do | doe | due | e | egypt | egyptian | enough | environment | even | evil | example | exchange | experience | f | failure | family | famine | farewell | father | fault | feel | feeling | feelings | felt | five | following | food | forgiveness | forward | front | gain | generosity | get | getting | gi | give | go | god | godown | going | good | governor | great | greatness | ha | happiness | have | he | hearts | help | here | hi | hold | home | house | human beings | hurt | i | identity | in | israel | it | jacob | jealousy | jesus | joseph | journey | joy | judah | know | lack | language | leave | led | left | lesson | let | life | light | like | little | longer | lord | love | man | mankind | master | matter | may | me | meal | mean | member | merchant | mind | misdeed | modern | moment | more | mother | much | must | name | natural | night | no | now | object | observation | offense | one | open | opportunity | or | out | over | part | past | peace | people | person | personal | picture | piece | place | poor | price | prison | prisoner | problem | proof | punishment | quarrel | reflection | relationship | rest | return | revenge | right | room | rope | round | s | sack | same | save | saying | search | see | sent | servant | set | sick | sight | sign | silver | simeon | sin | sir | sister | situation | slave | small | so | society | someone | son | special | spread | spy | stay | still | stole | story | strength | supper | supply | take | taking | tell | then | there | third | thought | three | time | today | total | true | try | twelve | twenty | upset | us | w | wa | want | way | weakness | weeping | well | wheat | who | wild | will | win | wish | words | work | world | worse | wrong | y | years | yes
data/English Textbook 4 Readability Level/medium/7-budh-8.tei,0,,a | ability | absence | accomplishment | ache | acquiring | addiction | advice | age | alternative | am | an | ancient | annotation | are | area | as | at | at home | attention | attraction | baby | back | bank | banyan tree | be | bear | beauty | bed | being | best | birth | blue lotus | body | book | born | brahmin | brother | buddha | buddhism | buddhist | calling | calm | can | candidate | candle | carry | century | ceylon | child | childbirth | childhood | choice | cloth | clothes | colour | come | coming | coming back | condition | conference | confinement | contribution | cool | country | cover | cremation | crime | crow | crowing | cry | crying | cure | cutting | d | danger | daughter | day | days | dead | death | debate | deeds | deep | defeated | delivery | desire | destination | details | devotee | dignity | dint | disciple | disease | distance | do | down | due | dustbin | dwelling | e | earthquake | economic condition | effort | eight | elder | enemy | enjoyment | enlightened | enlightenment | enough | enquiry | even | evening | excavation | existence | expense | experience | eyebrow | fact | factor | fame | family | family name | far | father | fault | feel | fell | fellow | felt | female | few | fifth | find | finding | fire | first | fistula | flow | flying | fold | folding | following | foot | former | fortune | found | four | free | front | fulfillment | gain | garden | gautama buddha | get | getting | gift | give | giving | glad | go | god | going | good | great | grief | ground | group | growing | ha | hail | hair | half | hand | hands | happiness | harm | have | hawk | he | head | hearing | heart | hearts | heavy | here | hi | history | holy | home | horse | house | householder | hurry | husband | hut | i | idea | ill | immortal | immunity | impossible | in | increase | india | infinite | inheritance | initiate | initiation | it | kid | king | kingdom | know | knowledge | labour | lady | language | last | leaf | learning | least | leave | leaving | left | legs | leprosy | lesson | let | library | life | light | lightning | like | listening | literature | little | livelihood | looking at | lord | loss | lost | lotus | maharaja | make | maker | making | male | male child | man | mango | manifold | mara | marriage ceremony | married | master | matter | may | me | mean | means | medical science | medicine | meditation | meeting | memory | men | mere | middle | might | mind | moment | monastery | money | monk | more | morning | mother | name | need | needy | neighbour | news | night | no | none | nothing | now | number | nun | obeisance | object | obstruction | ocean | old | old man | old woman | one | opposite | or | orchard | order | orphan | out | over | pain | pains | pair | palace | pali | paragon | parent | pass | passing | past | patient | pay | people | period | permanent | permission | perseverance | physician | piece of cloth | place | plant | plenty | poor | position | possession | possible | post | power | preaching | present | president | pride | prince | princess | production | proposal | prosperity | province | put | quarrel | race | rainfall | read | ready | reason | regard | religion | religious | reply | responsibility | rest | rich | rich man | riches | right | river | robe | round | royal | rule | safe | same | sat | save | saw | saying | scholar | seat | second | seed | seeing | sense | sent | sentence | separation | servant | seven | shed | short | show | side | sin | sir | sister | six | sixteen | skill | sky | so | someone | son | sound | source | speech | spiritual | spoil | spread | stage | stand | standing | start | stay | still | stone | storm | study | subject | suckling | suffering | supernatural | take | teach | teacher | tears | tell | then | there | think | thirst | thought | thousand | threat | three | thus | time | times | title | today | tomorrow | training | traveling | treat | treatment | tree | trouble | true | tuberculosis | twenty | two | us | verse | village | virtue | vision | voice | wa | waiting | walking | want | washing | water | way | ways | wealth | wear | week | weeping | well | while | who | whole | wife | will | wisdom | wise | womb | word | works | world | worship | worshipper | wrapping | writing | years | yes | young man
