filename,words/sentences,letters/senetences,letters/words,lable,predict
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (236).txt,22.65,151.85,6.704194260485651,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (527).txt,19.555555555555557,118.11111111111111,6.0397727272727275,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (685).txt,12.75,73.5,5.764705882352941,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (202).txt,11.092592592592593,57.31481481481482,5.166944908180301,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (53).txt,18.615384615384617,101.6923076923077,5.462809917355372,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (78).txt,17.272727272727273,93.36363636363636,5.405263157894737,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (11).txt,18.0,110.4,6.133333333333334,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (186).txt,15.444444444444445,91.48148148148148,5.92326139088729,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (69).txt,16.708333333333332,94.45833333333333,5.653366583541147,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (484).txt,14.025641025641026,81.97435897435898,5.844606946983546,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (77).txt,16.75,108.5,6.477611940298507,1,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (774).txt,27.125,172.0,6.341013824884793,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (278).txt,41.4,332.1,8.021739130434783,3,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (329).txt,22.8,139.8,6.131578947368421,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (393).txt,24.6875,166.875,6.7594936708860756,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (236).txt,52.6,382.6,7.273764258555133,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1045).txt,45.5,325.0,7.142857142857143,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (8).txt,17.88888888888889,114.11111111111111,6.37888198757764,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (120).txt,12.904761904761905,68.61904761904762,5.317343173431734,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (825).txt,34.9277108433735,271.50602409638554,7.773370127630217,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (179).txt,38.833333333333336,298.030303030303,7.674600078033555,3,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (342).txt,22.141414141414142,128.46464646464648,5.802007299270073,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (371).txt,12.4,78.8,6.354838709677419,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (101).txt,9.142857142857142,44.04761904761905,4.817708333333333,1,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (125).txt,16.789473684210527,97.15789473684211,5.786833855799373,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (54).txt,17.347826086956523,93.8695652173913,5.4110275689223055,1,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (60).txt,33.09090909090909,182.9090909090909,5.527472527472527,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (816).txt,24.416666666666668,146.25,5.989761092150171,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (191).txt,34.57142857142857,214.14285714285714,6.194214876033058,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (102).txt,17.294117647058822,98.82352941176471,5.714285714285714,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (404).txt,13.875,78.0,5.621621621621622,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (28).txt,8.5,49.666666666666664,5.8431372549019605,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (531).txt,24.714285714285715,147.9047619047619,5.984585741811175,2,2.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (309).txt,17.75,118.5,6.676056338028169,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (294).txt,16.916666666666668,92.02083333333333,5.439655172413793,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (152).txt,15.714285714285714,97.21428571428571,6.1863636363636365,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (920).txt,26.727272727272727,175.56060606060606,6.56859410430839,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (227).txt,18.454545454545453,114.27272727272727,6.192118226600985,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (290).txt,15.157894736842104,86.8157894736842,5.727430555555555,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (85).txt,20.285714285714285,127.71428571428571,6.295774647887324,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (439).txt,20.272727272727273,137.77272727272728,6.7959641255605385,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (646).txt,23.692307692307693,148.84615384615384,6.282467532467533,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (668).txt,17.5,119.5,6.828571428571428,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (412).txt,11.19047619047619,83.61904761904762,7.472340425531915,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (175).txt,18.0,125.0,6.944444444444445,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (632).txt,10.833333333333334,72.88888888888889,6.728205128205128,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (614).txt,10.6,65.3,6.160377358490566,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (165).txt,19.142857142857142,100.92857142857143,5.272388059701493,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (312).txt,18.428571428571427,113.42857142857143,6.155038759689923,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (738).txt,12.021739130434783,73.67391304347827,6.128390596745027,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (211).txt,21.9,151.2,6.904109589041096,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (306).txt,19.533333333333335,112.6,5.764505119453925,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (127).txt,38.76,249.72,6.442724458204334,3,2.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (27).txt,18.8,102.4,5.446808510638298,2,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (81).txt,17.0,246.26666666666668,14.486274509803922,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (312).txt,11.727272727272727,84.9090909090909,7.24031007751938,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (149).txt,10.727272727272727,57.45454545454545,5.3559322033898304,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (700).txt,18.5,138.25,7.472972972972973,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (421).txt,33.13513513513514,241.3108108108108,7.282626427406199,3,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (77).txt,32.13986013986014,220.16783216783216,6.850304612706702,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (206).txt,24.65625,189.03125,7.666666666666667,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (598).txt,22.333333333333332,157.66666666666666,7.059701492537314,1,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (105).txt,24.714285714285715,157.42857142857142,6.369942196531792,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (149).txt,21.975824175824176,158.09450549450548,7.194019401940194,3,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (54).txt,24.9,162.3,6.518072289156627,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (232).txt,8.171052631578947,45.68421052631579,5.5909822866344605,1,1.0
data/ppVietnamese_by_catalog/Easy/t/t (34).txt,12.90625,73.78125,5.716707021791768,1,1.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (312).txt,24.88888888888889,150.66666666666666,6.053571428571429,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (278).txt,12.71111111111111,64.42222222222222,5.068181818181818,1,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (114).txt,11.846511627906978,86.25581395348837,7.2811150372987825,3,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (155).txt,12.821428571428571,72.41208791208791,5.647739447182344,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (588).txt,14.75,93.2,6.31864406779661,1,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (584).txt,26.666666666666668,188.33333333333334,7.0625,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (162).txt,19.40625,114.5625,5.903381642512077,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (641).txt,12.166666666666666,85.16666666666667,7.0,1,2.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (139).txt,18.470212765957445,128.01276595744682,6.930768344660754,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (298).txt,12.25,71.25,5.816326530612245,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (349).txt,13.5,83.83333333333333,6.209876543209877,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (288).txt,13.8,91.05714285714286,6.598343685300207,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (148).txt,17.075,98.975,5.796486090775988,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (112).txt,15.090909090909092,81.72727272727273,5.4156626506024095,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (430).txt,20.333333333333332,141.4,6.954098360655737,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (19).txt,10.90625,63.34375,5.808022922636103,1,1.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (735).txt,17.8,103.2,5.797752808988764,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (7).txt,16.285714285714285,118.14285714285714,7.254385964912281,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (933).txt,29.38095238095238,203.88095238095238,6.939222042139384,3,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (280).txt,15.818181818181818,85.6969696969697,5.417624521072797,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (960).txt,24.373831775700936,164.92523364485982,6.76648773006135,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (67).txt,32.33009708737864,238.04854368932038,7.363063063063063,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (33).txt,29.28395061728395,226.0493827160494,7.719224283305228,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (401).txt,26.693181818181817,206.17045454545453,7.723712217965091,3,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (76).txt,13.411764705882353,72.94117647058823,5.43859649122807,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (562).txt,18.487179487179485,113.35897435897436,6.1317614424410545,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (28).txt,26.695652173913043,143.84782608695653,5.388436482084691,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (859).txt,26.683168316831683,194.45544554455446,7.287569573283859,3,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (175).txt,15.0,81.0,5.4,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (8).txt,20.470588235294116,105.1470588235294,5.136494252873563,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (866).txt,12.788461538461538,73.51923076923077,5.748872180451128,2,1.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (291).txt,27.24390243902439,167.78048780487805,6.158460161145927,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (298).txt,11.095238095238095,61.80952380952381,5.570815450643777,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (463).txt,16.916666666666668,107.0,6.325123152709359,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (339).txt,12.8,63.8,4.984375,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (355).txt,30.2,216.4,7.1655629139072845,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (309).txt,21.857142857142858,136.85714285714286,6.261437908496732,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (647).txt,19.444444444444443,128.22222222222223,6.594285714285714,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (529).txt,23.692307692307693,167.6153846153846,7.074675324675325,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (38).txt,23.5,167.1,7.110638297872341,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (229).txt,29.09090909090909,187.54545454545453,6.446875,1,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (734).txt,20.833333333333332,147.16666666666666,7.064,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (197).txt,22.75862068965517,137.31034482758622,6.033333333333333,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (272).txt,12.0,79.16666666666667,6.597222222222222,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (150).txt,17.142857142857142,94.21428571428571,5.495833333333334,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (218).txt,43.1875,356.9375,8.264833574529668,3,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (400).txt,11.0625,70.4375,6.367231638418079,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (448).txt,37.679245283018865,276.5660377358491,7.340010015022534,3,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (264).txt,15.303030303030303,97.96969696969697,6.401980198019802,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (517).txt,28.283783783783782,177.75675675675674,6.284758719541328,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (41).txt,37.76190476190476,275.7142857142857,7.3013871374527115,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (209).txt,15.219178082191782,90.04109589041096,5.916291629162917,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (221).txt,20.8,123.75,5.949519230769231,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (33).txt,23.4,141.06666666666666,6.028490028490029,2,2.0
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (44).txt,14.26086956521739,66.95652173913044,4.695121951219512,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (688).txt,18.93220338983051,133.32203389830508,7.042076991942704,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (555).txt,24.341666666666665,179.3,7.3659705580280725,3,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (50).txt,16.12,84.84,5.26302729528536,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (95).txt,11.0,62.22222222222222,5.656565656565657,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (811).txt,17.833333333333332,105.83333333333333,5.934579439252336,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (263).txt,38.46376811594203,309.8840579710145,8.056518462697815,3,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (63).txt,15.272727272727273,94.9090909090909,6.214285714285714,1,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (22).txt,14.428571428571429,91.57142857142857,6.346534653465347,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (535).txt,19.0,115.0,6.052631578947368,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (99).txt,18.545454545454547,121.18181818181819,6.534313725490196,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (211).txt,31.34433962264151,219.77830188679246,7.011738148984199,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (816).txt,35.12068965517241,278.55172413793105,7.9312714776632305,3,2.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (16).txt,14.5,78.5,5.413793103448276,1,1.0
data/ppVietnamese_by_catalog/Easy/mn/mn (4).txt,8.534883720930232,43.25581395348837,5.068119891008174,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (103).txt,21.0,139.25,6.630952380952381,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (406).txt,16.333333333333332,112.16666666666667,6.86734693877551,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (130).txt,20.454545454545453,125.96969696969697,6.158518518518519,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (301).txt,18.89189189189189,112.64864864864865,5.962804005722461,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (579).txt,22.0,119.0,5.409090909090909,2,1.0
