filename,words_sentences,letters_words,lable,predict
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (636).txt,12.3076923077,5.975,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (492).txt,21.7,6.84792626728,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-11/vm-11 (32).txt,11.8333333333,5.35915492958,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (349).txt,27.5316455696,6.8183908046,3,3.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (273).txt,20.7222222222,5.78820375335,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (753).txt,18.5,6.42567567568,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (65).txt,14.7058823529,6.076,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (304).txt,23.0,5.93821510297,1,2.0
data/ppVietnamese_by_catalog/Normal/KGS_NLD_/KGS_NLD_ (134).txt,17.9444444444,6.17956656347,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (39).txt,22.1363636364,5.92813141684,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (538).txt,15.6206896552,6.32671081678,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-4/vm-4 (26).txt,14.5454545455,5.2625,1,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (8).txt,14.1,5.90070921986,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (111).txt,21.0,5.49404761905,1,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (119).txt,18.5,6.19305019305,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (50).txt,14.4,5.98611111111,1,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (380).txt,20.4390243902,5.75417661098,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (491).txt,23.2307692308,6.43046357616,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (236).txt,22.65,6.70419426049,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (527).txt,19.5555555556,6.03977272727,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (685).txt,12.75,5.76470588235,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (202).txt,11.0925925926,5.16694490818,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (53).txt,18.6153846154,5.46280991736,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (78).txt,17.2727272727,5.40526315789,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (11).txt,18.0,6.13333333333,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (186).txt,15.4444444444,5.92326139089,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (69).txt,16.7083333333,5.65336658354,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (484).txt,14.0256410256,5.84460694698,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (77).txt,16.75,6.4776119403,1,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (774).txt,27.125,6.34101382488,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (278).txt,41.4,8.02173913043,3,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (329).txt,22.8,6.13157894737,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (393).txt,24.6875,6.75949367089,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (236).txt,52.6,7.27376425856,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1045).txt,45.5,7.14285714286,2,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (8).txt,17.8888888889,6.37888198758,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (120).txt,12.9047619048,5.31734317343,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (825).txt,34.9277108434,7.77337012763,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (179).txt,38.8333333333,7.67460007803,3,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (342).txt,22.1414141414,5.80200729927,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (371).txt,12.4,6.35483870968,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (101).txt,9.14285714286,4.81770833333,1,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (125).txt,16.7894736842,5.7868338558,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (54).txt,17.347826087,5.41102756892,1,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (60).txt,33.0909090909,5.52747252747,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (816).txt,24.4166666667,5.98976109215,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (191).txt,34.5714285714,6.19421487603,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (102).txt,17.2941176471,5.71428571429,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (404).txt,13.875,5.62162162162,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (28).txt,8.5,5.8431372549,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (531).txt,24.7142857143,5.98458574181,2,2.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (309).txt,17.75,6.67605633803,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (294).txt,16.9166666667,5.43965517241,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (152).txt,15.7142857143,6.18636363636,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (920).txt,26.7272727273,6.56859410431,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (227).txt,18.4545454545,6.1921182266,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (290).txt,15.1578947368,5.72743055556,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (85).txt,20.2857142857,6.29577464789,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (439).txt,20.2727272727,6.79596412556,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (646).txt,23.6923076923,6.28246753247,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (668).txt,17.5,6.82857142857,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (412).txt,11.1904761905,7.47234042553,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (175).txt,18.0,6.94444444444,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (632).txt,10.8333333333,6.72820512821,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (614).txt,10.6,6.16037735849,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (165).txt,19.1428571429,5.2723880597,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (312).txt,18.4285714286,6.15503875969,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (738).txt,12.0217391304,6.12839059675,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (211).txt,21.9,6.90410958904,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (306).txt,19.5333333333,5.76450511945,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (127).txt,38.76,6.4427244582,3,3.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (27).txt,18.8,5.44680851064,2,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (81).txt,17.0,14.4862745098,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (312).txt,11.7272727273,7.24031007752,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (149).txt,10.7272727273,5.35593220339,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (700).txt,18.5,7.47297297297,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (421).txt,33.1351351351,7.28262642741,3,3.0
data/ppVietnamese_by_catalog/Difficult/l/l (77).txt,32.1398601399,6.85030461271,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (206).txt,24.65625,7.66666666667,3,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (598).txt,22.3333333333,7.05970149254,1,3.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (105).txt,24.7142857143,6.36994219653,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (149).txt,21.9758241758,7.19401940194,3,3.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (54).txt,24.9,6.51807228916,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (232).txt,8.17105263158,5.59098228663,1,1.0
data/ppVietnamese_by_catalog/Easy/t/t (34).txt,12.90625,5.71670702179,1,2.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (312).txt,24.8888888889,6.05357142857,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (278).txt,12.7111111111,5.06818181818,1,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (114).txt,11.8465116279,7.2811150373,3,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (155).txt,12.8214285714,5.64773944718,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (588).txt,14.75,6.3186440678,1,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (584).txt,26.6666666667,7.0625,2,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (162).txt,19.40625,5.90338164251,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (641).txt,12.1666666667,7.0,1,2.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (139).txt,18.470212766,6.93076834466,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (298).txt,12.25,5.81632653061,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (349).txt,13.5,6.20987654321,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (288).txt,13.8,6.5983436853,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (148).txt,17.075,5.79648609078,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (112).txt,15.0909090909,5.4156626506,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (430).txt,20.3333333333,6.95409836066,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (19).txt,10.90625,5.80802292264,1,1.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (735).txt,17.8,5.79775280899,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (7).txt,16.2857142857,7.25438596491,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (933).txt,29.380952381,6.93922204214,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (280).txt,15.8181818182,5.41762452107,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (960).txt,24.3738317757,6.76648773006,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (67).txt,32.3300970874,7.36306306306,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (33).txt,29.2839506173,7.71922428331,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (401).txt,26.6931818182,7.72371221797,3,3.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (76).txt,13.4117647059,5.43859649123,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (562).txt,18.4871794872,6.13176144244,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (28).txt,26.6956521739,5.38843648208,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (859).txt,26.6831683168,7.28756957328,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (175).txt,15.0,5.4,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (8).txt,20.4705882353,5.13649425287,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (866).txt,12.7884615385,5.74887218045,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (291).txt,27.243902439,6.15846016115,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (298).txt,11.0952380952,5.57081545064,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (463).txt,16.9166666667,6.32512315271,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (339).txt,12.8,4.984375,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (355).txt,30.2,7.16556291391,2,3.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (309).txt,21.8571428571,6.2614379085,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (647).txt,19.4444444444,6.59428571429,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (529).txt,23.6923076923,7.07467532468,2,3.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (38).txt,23.5,7.11063829787,2,3.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (229).txt,29.0909090909,6.446875,1,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (734).txt,20.8333333333,7.064,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (197).txt,22.7586206897,6.03333333333,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (272).txt,12.0,6.59722222222,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (150).txt,17.1428571429,5.49583333333,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (218).txt,43.1875,8.26483357453,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (400).txt,11.0625,6.36723163842,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (448).txt,37.679245283,7.34001001502,3,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (264).txt,15.303030303,6.40198019802,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (517).txt,28.2837837838,6.28475871954,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (41).txt,37.7619047619,7.30138713745,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (209).txt,15.2191780822,5.91629162916,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (221).txt,20.8,5.94951923077,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (33).txt,23.4,6.02849002849,2,2.0
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (44).txt,14.2608695652,4.69512195122,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (688).txt,18.9322033898,7.04207699194,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (555).txt,24.3416666667,7.36597055803,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (50).txt,16.12,5.26302729529,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (95).txt,11.0,5.65656565657,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (811).txt,17.8333333333,5.93457943925,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (263).txt,38.4637681159,8.0565184627,3,3.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (63).txt,15.2727272727,6.21428571429,1,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (22).txt,14.4285714286,6.34653465347,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (535).txt,19.0,6.05263157895,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (99).txt,18.5454545455,6.53431372549,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (211).txt,31.3443396226,7.01173814898,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (816).txt,35.1206896552,7.93127147766,3,3.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (16).txt,14.5,5.41379310345,1,1.0
data/ppVietnamese_by_catalog/Easy/mn/mn (4).txt,8.53488372093,5.06811989101,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (103).txt,21.0,6.63095238095,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (406).txt,16.3333333333,6.86734693878,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (130).txt,20.4545454545,6.15851851852,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (301).txt,18.8918918919,5.96280400572,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (579).txt,22.0,5.40909090909,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (53).txt,10.9142857143,5.22120418848,1,1.0
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (168).txt,12.1470588235,5.93704600484,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (172).txt,21.4545454545,7.02542372881,2,3.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (251).txt,16.4814814815,6.49662921348,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (36).txt,10.1428571429,5.08920187793,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-8/vm-8 (9).txt,14.65,5.18088737201,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (539).txt,19.1111111111,6.76744186047,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (24).txt,21.0,5.57142857143,1,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (128).txt,17.5,6.02857142857,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (269).txt,12.4285714286,5.58850574713,2,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (155).txt,25.1428571429,6.25,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (305).txt,25.0,5.33555555556,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (900).txt,21.4615384615,6.75448028674,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (864).txt,25.6593406593,7.63897216274,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (602).txt,15.4166666667,5.8,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (72).txt,13.8076923077,5.27576601671,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (12).txt,22.0,6.18181818182,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (543).txt,17.5,6.04285714286,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (104).txt,10.9230769231,5.40845070423,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (226).txt,8.33333333333,5.13636363636,1,1.0
data/ppVietnamese_by_catalog/Normal/KGS_NLD_/KGS_NLD_ (127).txt,16.6923076923,5.29953917051,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (117).txt,16.9,5.53550295858,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (675).txt,33.2307692308,7.08101851852,3,3.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (20).txt,15.1333333333,5.61233480176,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (368).txt,11.12,6.92446043165,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (186).txt,25.0172413793,8.44314266023,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (209).txt,14.9473684211,5.39084507042,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (264).txt,45.8347107438,6.36512802019,3,3.0
data/ppVietnamese_by_catalog/Easy/gs/gs (166).txt,14.7,5.26247165533,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (643).txt,13.0,6.16083916084,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (108).txt,21.4534883721,5.01463414634,1,1.0
