filename,letters_words,blw,lable,predict
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (288).txt,6.5983436853,11.25,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (148).txt,5.79648609078,15.7894736842,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (112).txt,5.4156626506,8.33333333333,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (430).txt,6.95409836066,6.04026845638,2,3.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (19).txt,5.80802292264,12.8205128205,1,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (735).txt,5.79775280899,14.7959183673,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (7).txt,7.25438596491,18.4615384615,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (933).txt,6.93922204214,11.1111111111,3,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (280).txt,5.41762452107,15.2941176471,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (960).txt,6.76648773006,8.39416058394,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (67).txt,7.36306306306,11.1782477341,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (33).txt,7.71922428331,8.40787119857,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (401).txt,7.72371221797,10.8291032149,3,3.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (76).txt,5.43859649123,12.5,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (562).txt,6.13176144244,15.625,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (28).txt,5.38843648208,15.5844155844,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (859).txt,7.28756957328,10.6690777577,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (175).txt,5.4,7.14285714286,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (8).txt,5.13649425287,16.5803108808,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (866).txt,5.74887218045,11.7117117117,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (291).txt,6.15846016115,13.672922252,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (298).txt,5.57081545064,13.2653061224,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (463).txt,6.32512315271,17.2839506173,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (339).txt,4.984375,5.97014925373,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (355).txt,7.16556291391,12.987012987,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (309).txt,6.2614379085,9.32203389831,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (647).txt,6.59428571429,14.2857142857,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (529).txt,7.07467532468,14.880952381,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (38).txt,7.11063829787,12.7450980392,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (229).txt,6.446875,11.8881118881,1,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (734).txt,7.064,15.4929577465,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (197).txt,6.03333333333,10.8910891089,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (272).txt,6.59722222222,19.512195122,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (150).txt,5.49583333333,17.1171171171,1,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (218).txt,8.26483357453,12.9032258065,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (400).txt,6.36723163842,27.9411764706,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (448).txt,7.34001001502,10.7142857143,3,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (264).txt,6.40198019802,11.9170984456,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (517).txt,6.28475871954,15.0837988827,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (41).txt,7.30138713745,11.0,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (209).txt,5.91629162916,11.4845938375,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (221).txt,5.94951923077,14.0350877193,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (33).txt,6.02849002849,11.4093959732,2,2.0
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (44).txt,4.69512195122,19.6078431373,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (688).txt,7.04207699194,13.1097560976,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (555).txt,7.36597055803,10.5341246291,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (50).txt,5.26302729529,14.0740740741,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (95).txt,5.65656565657,22.5806451613,1,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (811).txt,5.93457943925,8.0,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (263).txt,8.0565184627,11.4232209738,3,3.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (63).txt,6.21428571429,18.9873417722,1,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (22).txt,6.34653465347,22.8070175439,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (535).txt,6.05263157895,19.3181818182,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (99).txt,6.53431372549,16.3265306122,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (211).txt,7.01173814898,12.6728110599,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (816).txt,7.93127147766,8.72641509434,3,3.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (16).txt,5.41379310345,16.049382716,1,2.0
data/ppVietnamese_by_catalog/Easy/mn/mn (4).txt,5.06811989101,16.3461538462,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (103).txt,6.63095238095,14.4736842105,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (406).txt,6.86734693878,15.5555555556,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (130).txt,6.15851851852,15.1515151515,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (301).txt,5.96280400572,16.796875,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (579).txt,5.40909090909,12.9032258065,2,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (53).txt,5.22120418848,15.6398104265,1,1.0
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (168).txt,5.93704600484,9.75609756098,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (172).txt,7.02542372881,11.0,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (251).txt,6.49662921348,14.2131979695,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (36).txt,5.08920187793,5.31914893617,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-8/vm-8 (9).txt,5.18088737201,14.6551724138,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (539).txt,6.76744186047,16.4179104478,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (24).txt,5.57142857143,12.5874125874,1,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (128).txt,6.02857142857,10.2941176471,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (269).txt,5.58850574713,14.7928994083,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (155).txt,6.25,20.0,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (305).txt,5.33555555556,10.8695652174,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (900).txt,6.75448028674,17.2413793103,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (864).txt,7.63897216274,9.28433268859,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (602).txt,5.8,13.0952380952,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (72).txt,5.27576601671,17.0068027211,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (12).txt,6.18181818182,12.5,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (543).txt,6.04285714286,2.7027027027,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (104).txt,5.40845070423,16.4835164835,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (226).txt,5.13636363636,15.3465346535,1,1.0
data/ppVietnamese_by_catalog/Normal/KGS_NLD_/KGS_NLD_ (127).txt,5.29953917051,12.3456790123,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (117).txt,5.53550295858,14.5038167939,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (675).txt,7.08101851852,9.6,3,3.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (20).txt,5.61233480176,18.6274509804,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (368).txt,6.92446043165,14.4144144144,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (186).txt,8.44314266023,15.2173913043,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (209).txt,5.39084507042,15.3153153153,1,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (264).txt,6.36512802019,14.3369175627,3,2.0
