hang,0/0,N/A,0,0,0,0,0,0,N/A
head,2/8,26,0,1,1,0,0,0,3
hold,8/27,30,0,3,5,0,0,0,6
hoodoo,0/0,N/A,0,0,0,0,0,0,N/A
hum,0/0,N/A,0,0,0,0,0,0,N/A
buzz,0/0,N/A,0,0,0,0,0,0,N/A
jumble,0/1,0,0,0,0,0,0,0,2
kill,5/79,7,0,2,1,2,0,0,7
lie,1/14,8,0,1,0,0,0,0,7
litter,0/0,N/A,0,0,0,0,0,0,N/A
lounge,0/15,0,0,0,0,0,0,0,3
loaf,5/5,100,0,3,1,1,0,0,6
look,0/5,0,0,0,0,0,0,0,2
look,0/5,0,0,0,0,0,0,0,2
make,0/0,N/A,0,0,0,0,0,0,N/A
measure,2/17,12,0,1,1,0,0,0,6
mope,0/0,N/A,0,0,0,0,0,0,N/A
object,8/14979,1,0,0,1,1,0,4,4
pay,8/12,67,0,8,0,0,0,0,7
point,2/11,19,0,2,0,0,0,0,8
press,0/0,N/A,0,0,0,0,0,0,N/A
promise,0/11,0,0,0,0,0,0,0,1
rage,0/2,0,0,0,0,0,0,0,3
range,1/16,7,0,1,0,0,0,0,4
run,3/4,76,0,3,0,0,0,0,7
rank,0/0,N/A,0,0,0,0,0,0,N/A
rate,33/158,21,0,28,5,0,0,0,8
rest,0/2,0,0,0,0,0,0,0,4
retard,0/1,0,0,0,0,0,0,0,4
run,3/4,76,0,3,0,0,0,0,7
go,0/0,N/A,0,0,0,0,0,0,N/A
encounter,0/1,0,0,0,0,0,0,0,3
rut,0/0,N/A,0,0,0,0,0,0,N/A
boil,1/1,100,0,1,0,0,0,0,4
sell,0/0,N/A,0,0,0,0,0,0,N/A
sell,0/0,N/A,0,0,0,0,0,0,N/A
sell,0/0,N/A,0,0,0,0,0,0,N/A
shine,0/14,0,0,0,0,0,0,0,2
shine,0/14,0,0,0,0,0,0,0,2
sparkle,0/0,N/A,0,0,0,0,0,0,N/A
squat,0/0,N/A,0,0,0,0,0,0,N/A
stand,0/4,0,0,0,0,0,0,0,3
stand,0/4,0,0,0,0,0,0,0,3
stick,13/67,20,0,8,3,2,0,0,4
stay,0/9,0,0,0,0,0,0,0,3
rest,0/2,0,0,0,0,0,0,0,4
stay,0/9,0,0,0,0,0,0,0,3
stick,13/67,20,0,8,3,2,0,0,4
stink,0/2,0,0,0,0,0,0,0,1
suck,0/0,N/A,0,0,0,0,0,0,N/A
hurt,0/124,0,0,0,0,0,0,0,7
suit,10/12,84,0,5,5,0,0,0,9
swim,0/27,0,0,0,0,0,0,0,6
swim,0/27,0,0,0,0,0,0,0,6
swing,0/0,N/A,0,0,0,0,0,0,N/A
lean,0/0,N/A,0,0,0,0,0,0,N/A
incline,0/33,0,0,0,0,0,0,0,1
run,3/4,76,0,3,0,0,0,0,7
test,5/7,72,0,4,1,0,0,0,7
total,0/0,N/A,0,0,0,0,0,0,N/A
number,0/13,0,0,0,0,0,0,0,5
come,0/1,0,0,0,0,0,0,0,0
amount,0/100,0,0,0,0,0,0,0,5
transplant,0/6,0,0,0,0,0,0,0,0
trim,0/0,N/A,0,0,0,0,0,0,N/A
want,0/0,N/A,0,0,0,0,0,0,N/A
need,0/28,0,0,0,0,0,0,0,5
wash,4/5,80,0,4,0,0,0,0,6
wind,16/89,18,0,14,2,0,0,0,5
twist,0/0,N/A,0,0,0,0,0,0,N/A
curve,7/92,8,0,4,3,0,0,0,4
work,27/815,4,0,10,7,8,2,0,8
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
chemical element,0/519,0,0,0,0,0,0,0,6
element,1/17,6,0,1,0,0,0,0,6
,,,,,,,,,
as,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
chemical element,0/519,0,0,0,0,0,0,0,6
element,1/17,6,0,1,0,0,0,0,6
halogen,0/19,0,0,0,0,0,0,0,2
,,,,,,,,,
at,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
bear,14/34,42,0,9,5,0,0,0,10
hold,8/27,30,0,3,5,0,0,0,6
carry,1/6,17,0,1,0,0,0,0,5
keep,0/7,0,0,0,0,0,0,0,8
keep,0/7,0,0,0,0,0,0,0,8
keep,0/7,0,0,0,0,0,0,0,8
keep,0/7,0,0,0,0,0,0,0,8
stock,19/29,66,0,15,4,0,0,0,10
carry,1/6,17,0,1,0,0,0,0,5
stockpile,0/15,0,0,0,0,0,0,0,3
keep,0/7,0,0,0,0,0,0,0,8
,,,,,,,,,
,,,,,,,,,
metallic element,0/303,0,0,0,0,0,0,0,6
metal,8/303,3,0,6,0,2,0,0,5
,,,,,,,,,
be,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
person,122/12902,1,0,43,42,21,9,7,4
individual,1/12902,1,0,1,0,0,0,0,0
someone,0/12902,0,0,0,0,0,0,0,3
somebody,0/12902,0,0,0,0,0,0,0,2
mortal,2/12902,1,0,0,0,0,2,0,4
soul,0/3,0,0,0,0,0,0,0,4
,,,,,,,,,
have,0/14,0,0,0,0,0,0,0,6
,,,,,,,,,
affluent,0/0,N/A,0,0,0,0,0,0,N/A
billionaire,0/0,N/A,0,0,0,0,0,0,N/A
croesus,0/0,N/A,0,0,0,0,0,0,N/A
fat cat,0/0,N/A,0,0,0,0,0,0,N/A
man of means,0/3,0,0,0,0,0,0,0,8
rich man,0/3,0,0,0,0,0,0,0,4
wealthy man,0/3,0,0,0,0,0,0,0,7
millionaire,0/0,N/A,0,0,0,0,0,0,N/A
millionairess,0/0,N/A,0,0,0,0,0,0,N/A
multi-billionaire,0/0,N/A,0,0,0,0,0,0,N/A
plutocrat,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
area unit,0/31,0,0,0,0,0,0,0,2
square measure,0/31,0,0,0,0,0,0,0,7
,,,,,,,,,
are,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
me,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
associate degree,0/6,0,0,0,0,0,0,0,4
associate,0/86,0,0,0,0,0,0,0,0
,,,,,,,,,
an,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
take,0/3,0,0,0,0,0,0,0,4
account,0/22,0,0,0,0,0,0,0,5
act,4/45,9,0,1,3,0,0,0,9
answer,0/2,0,0,0,0,0,0,0,2
broil,0/0,N/A,0,0,0,0,0,0,N/A
balance,2/3,67,0,2,0,0,0,0,7
beat,0/0,N/A,0,0,0,0,0,0,N/A
begin,0/0,N/A,0,0,0,0,0,0,N/A
begin,0/0,N/A,0,0,0,0,0,0,N/A
start,6/20,30,0,4,2,0,0,0,5
buy,0/2,0,0,0,0,0,0,0,7
clean,0/0,N/A,0,0,0,0,0,0,N/A
compact,0/0,N/A,0,0,0,0,0,0,N/A
pack,0/0,N/A,0,0,0,0,0,0,N/A
compare,0/0,N/A,0,0,0,0,0,0,N/A
throw,1/57,2,0,1,0,0,0,0,3
fox,12/20,60,0,9,3,0,0,0,8
fuddle,0/1,0,0,0,0,0,0,0,2
take,0/3,0,0,0,0,0,0,0,4
hold,8/27,30,0,3,5,0,0,0,6
cost,20/362,6,0,11,6,1,1,1,8
be,0/0,N/A,0,0,0,0,0,0,N/A
count,6/9,67,0,6,0,0,0,0,6
matter,0/1,0,0,0,0,0,0,0,0
count,6/9,67,0,6,0,0,0,0,6
cover,0/4,0,0,0,0,0,0,0,4
cut,0/2,0,0,0,0,0,0,0,5
deck,23/32,72,0,17,5,1,0,0,7
grace,0/0,N/A,0,0,0,0,0,0,N/A
merit,0/0,N/A,0,0,0,0,0,0,N/A
discord,0/0,N/A,0,0,0,0,0,0,N/A
draw,0/0,N/A,0,0,0,0,0,0,N/A
end,6/52,12,0,5,1,0,0,0,6
fall,0/0,N/A,0,0,0,0,0,0,N/A
come,0/1,0,0,0,0,0,0,0,0
fall,0/0,N/A,0,0,0,0,0,0,N/A
feel,0/0,N/A,0,0,0,0,0,0,N/A
figure,0/0,N/A,0,0,0,0,0,0,N/A
fit,0/0,N/A,0,0,0,0,0,0,N/A
gape,0/1,0,0,0,0,0,0,0,2
yawn,0/1,0,0,0,0,0,0,0,10
yaw,0/0,N/A,0,0,0,0,0,0,N/A
go,0/0,N/A,0,0,0,0,0,0,N/A
hail,0/0,N/A,0,0,0,0,0,0,N/A
come,0/1,0,0,0,0,0,0,0,0
hang,0/0,N/A,0,0,0,0,0,0,N/A
head,2/8,26,0,1,1,0,0,0,3
hold,8/27,30,0,3,5,0,0,0,6
hoodoo,0/0,N/A,0,0,0,0,0,0,N/A
hum,0/0,N/A,0,0,0,0,0,0,N/A
buzz,0/0,N/A,0,0,0,0,0,0,N/A
jumble,0/1,0,0,0,0,0,0,0,2
kill,5/79,7,0,2,1,2,0,0,7
lie,1/14,8,0,1,0,0,0,0,7
litter,0/0,N/A,0,0,0,0,0,0,N/A
lounge,0/15,0,0,0,0,0,0,0,3
loaf,5/5,100,0,3,1,1,0,0,6
look,0/5,0,0,0,0,0,0,0,2
look,0/5,0,0,0,0,0,0,0,2
make,0/0,N/A,0,0,0,0,0,0,N/A
measure,2/17,12,0,1,1,0,0,0,6
mope,0/0,N/A,0,0,0,0,0,0,N/A
object,8/14979,1,0,0,1,1,0,4,4
pay,8/12,67,0,8,0,0,0,0,7
point,2/11,19,0,2,0,0,0,0,8
press,0/0,N/A,0,0,0,0,0,0,N/A
promise,0/11,0,0,0,0,0,0,0,1
rage,0/2,0,0,0,0,0,0,0,3
range,1/16,7,0,1,0,0,0,0,4
run,3/4,76,0,3,0,0,0,0,7
rank,0/0,N/A,0,0,0,0,0,0,N/A
rate,33/158,21,0,28,5,0,0,0,8
rest,0/2,0,0,0,0,0,0,0,4
retard,0/1,0,0,0,0,0,0,0,4
run,3/4,76,0,3,0,0,0,0,7
go,0/0,N/A,0,0,0,0,0,0,N/A
encounter,0/1,0,0,0,0,0,0,0,3
rut,0/0,N/A,0,0,0,0,0,0,N/A
boil,1/1,100,0,1,0,0,0,0,4
sell,0/0,N/A,0,0,0,0,0,0,N/A
sell,0/0,N/A,0,0,0,0,0,0,N/A
sell,0/0,N/A,0,0,0,0,0,0,N/A
shine,0/14,0,0,0,0,0,0,0,2
shine,0/14,0,0,0,0,0,0,0,2
sparkle,0/0,N/A,0,0,0,0,0,0,N/A
squat,0/0,N/A,0,0,0,0,0,0,N/A
stand,0/4,0,0,0,0,0,0,0,3
stand,0/4,0,0,0,0,0,0,0,3
stick,13/67,20,0,8,3,2,0,0,4
stay,0/9,0,0,0,0,0,0,0,3
rest,0/2,0,0,0,0,0,0,0,4
stay,0/9,0,0,0,0,0,0,0,3
stick,13/67,20,0,8,3,2,0,0,4
stink,0/2,0,0,0,0,0,0,0,1
suck,0/0,N/A,0,0,0,0,0,0,N/A
hurt,0/124,0,0,0,0,0,0,0,7
suit,10/12,84,0,5,5,0,0,0,9
swim,0/27,0,0,0,0,0,0,0,6
swim,0/27,0,0,0,0,0,0,0,6
swing,0/0,N/A,0,0,0,0,0,0,N/A
lean,0/0,N/A,0,0,0,0,0,0,N/A
incline,0/33,0,0,0,0,0,0,0,1
run,3/4,76,0,3,0,0,0,0,7
test,5/7,72,0,4,1,0,0,0,7
total,0/0,N/A,0,0,0,0,0,0,N/A
number,0/13,0,0,0,0,0,0,0,5
come,0/1,0,0,0,0,0,0,0,0
amount,0/100,0,0,0,0,0,0,0,5
transplant,0/6,0,0,0,0,0,0,0,0
trim,0/0,N/A,0,0,0,0,0,0,N/A
want,0/0,N/A,0,0,0,0,0,0,N/A
need,0/28,0,0,0,0,0,0,0,5
wash,4/5,80,0,4,0,0,0,0,6
wind,16/89,18,0,14,2,0,0,0,5
twist,0/0,N/A,0,0,0,0,0,0,N/A
curve,7/92,8,0,4,3,0,0,0,4
work,27/815,4,0,10,7,8,2,0,8
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
kind,0/53,0,0,0,0,0,0,0,8
sort,0/53,0,0,0,0,0,0,0,8
form,3/19,16,0,3,0,0,0,0,5
variety,0/22,0,0,0,0,0,0,0,3
,,,,,,,,,
like,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
party,4/49,9,0,4,0,0,0,0,11
,,,,,,,,,
do,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
engineering,3/18,17,0,3,0,0,0,0,6
engineering science,0/32,0,0,0,0,0,0,0,4
applied science,0/32,0,0,0,0,0,0,0,0
technology,6/18,34,0,5,1,0,0,0,7
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
angular distance,0/11,0,0,0,0,0,0,0,6
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
container,2/1210,1,0,1,1,0,0,0,0
,,,,,,,,,
can,6/8,76,0,6,0,0,0,0,5
,,,,,,,,,
beer can,0/0,N/A,0,0,0,0,0,0,N/A
caddy,0/0,N/A,0,0,0,0,0,0,N/A
tea caddy,0/0,N/A,0,0,0,0,0,0,N/A
cannikin,0/0,N/A,0,0,0,0,0,0,N/A
coffee can,0/0,N/A,0,0,0,0,0,0,N/A
milk can,0/0,N/A,0,0,0,0,0,0,N/A
oilcan,0/0,N/A,0,0,0,0,0,0,N/A
soda can,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
shift,0/3,0,0,0,0,0,0,0,5
work shift,0/17,0,0,0,0,0,0,0,1
duty period,0/17,0,0,0,0,0,0,0,2
,,,,,,,,,
go,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
small indefinite quantity,0/173,0,0,0,0,0,0,0,17
small indefinite amount,0/173,0,0,0,0,0,0,0,15
,,,,,,,,,
little,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
feather,8/26,31,0,4,3,1,0,0,4
plume,0/0,N/A,0,0,0,0,0,0,N/A
plumage,0/26,0,0,0,0,0,0,0,4
,,,,,,,,,
down,4/5,80,0,3,1,0,0,0,6
,,,,,,,,,
duck down,0/1,0,0,0,0,0,0,0,1
goose down,0/0,N/A,0,0,0,0,0,0,N/A
plumule,0/0,N/A,0,0,0,0,0,0,N/A
swan's down,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
more,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
body part,2/3048,1,0,2,0,0,0,0,3
,,,,,,,,,
back,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
day,5/16,32,0,3,2,0,0,0,6
daytime,0/7,0,0,0,0,0,0,0,1
daylight,0/7,0,0,0,0,0,0,0,0
,,,,,,,,,
even,0/1,0,0,0,0,0,0,0,8
,,,,,,,,,
guest night,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
knowing,1/45,3,0,1,0,0,0,0,3
,,,,,,,,,
know,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
liquid body substance,0/315,0,0,0,0,0,0,0,10
bodily fluid,0/315,0,0,0,0,0,0,0,1
body fluid,0/315,0,0,0,0,0,0,0,1
humor,0/82,0,0,0,0,0,0,0,4
humour,2/28,8,0,2,0,0,0,0,3
,,,,,,,,,
come,0/1,0,0,0,0,0,0,0,0
,,,,,,,,,
milt,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
location,2/1945,1,0,1,0,0,1,0,2
,,,,,,,,,
here,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
rank,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
first,0/1,0,0,0,0,0,0,0,1
,,,,,,,,,
former,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
return,5/6,84,0,5,0,0,0,0,12
,,,,,,,,,
get,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
man,24/127,19,0,19,5,0,0,0,6
adult male,0/127,0,0,0,0,0,0,0,1
,,,,,,,,,
buster,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
countenance,0/11,0,0,0,0,0,0,0,3
visage,0/2,0,0,0,0,0,0,0,6
,,,,,,,,,
look,0/5,0,0,0,0,0,0,0,2
,,,,,,,,,
leer,0/0,N/A,0,0,0,0,0,0,N/A
sparkle,0/0,N/A,0,0,0,0,0,0,N/A
twinkle,0/0,N/A,0,0,0,0,0,0,N/A
spark,0/0,N/A,0,0,0,0,0,0,N/A
light,15/63,24,0,15,0,0,0,0,5
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
take,0/3,0,0,0,0,0,0,0,4
have,0/14,0,0,0,0,0,0,0,6
win,0/1,0,0,0,0,0,0,0,15
gain,0/1,0,0,0,0,0,0,0,6
buy,0/2,0,0,0,0,0,0,0,7
purchase,1/11,10,0,1,0,0,0,0,2
buy,0/2,0,0,0,0,0,0,0,7
capture,0/12,0,0,0,0,0,0,0,3
catch,0/0,N/A,0,0,0,0,0,0,N/A
catch,0/0,N/A,0,0,0,0,0,0,N/A
collect,0/0,N/A,0,0,0,0,0,0,N/A
garner,0/2,0,0,0,0,0,0,0,0
find,0/0,N/A,0,0,0,0,0,0,N/A
find,0/0,N/A,0,0,0,0,0,0,N/A
gain,0/1,0,0,0,0,0,0,0,6
clear,0/0,N/A,0,0,0,0,0,0,N/A
make,0/0,N/A,0,0,0,0,0,0,N/A
get,0/0,N/A,0,0,0,0,0,0,N/A
lease,1/8,13,0,1,0,0,0,0,4
rent,3/3,100,0,3,0,0,0,0,8
hire,0/0,N/A,0,0,0,0,0,0,N/A
charter,2/2,100,0,2,0,0,0,0,6
take,0/3,0,0,0,0,0,0,0,4
find,0/0,N/A,0,0,0,0,0,0,N/A
share,0/57,0,0,0,0,0,0,0,6
poll,2/3,67,0,2,0,0,0,0,6
preempt,0/0,N/A,0,0,0,0,0,0,N/A
preempt,0/0,N/A,0,0,0,0,0,0,N/A
express,1/1,100,0,1,0,0,0,0,5
extract,0/5,0,0,0,0,0,0,0,2
profit,3/50,6,0,3,0,0,0,0,5
gain,0/1,0,0,0,0,0,0,0,6
benefit,7/21,34,0,6,1,0,0,0,5
have,0/14,0,0,0,0,0,0,0,6
find,0/0,N/A,0,0,0,0,0,0,N/A
turn,0/1,0,0,0,0,0,0,0,2
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
de,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
act,4/45,9,0,1,3,0,0,0,9
deed,3/6,50,0,3,0,0,0,0,7
human action,0/9909,0,0,0,0,0,0,0,1
human activity,0/9909,0,0,0,0,0,0,0,3
,,,,,,,,,
going,0/46,0,0,0,0,0,0,0,5
,,,,,,,,,
boarding,0/0,N/A,0,0,0,0,0,0,N/A
embarkation,0/0,N/A,0,0,0,0,0,0,N/A
embarkment,0/0,N/A,0,0,0,0,0,0,N/A
breaking away,0/0,N/A,0,0,0,0,0,0,N/A
disappearance,0/1,0,0,0,0,0,0,0,3
disappearing,0/1,0,0,0,0,0,0,0,2
dispatch,0/0,N/A,0,0,0,0,0,0,N/A
despatch,0/0,N/A,0,0,0,0,0,0,N/A
shipment,0/0,N/A,0,0,0,0,0,0,N/A
exit,0/1,0,0,0,0,0,0,0,4
farewell,0/22,0,0,0,0,0,0,0,1
leave,5/10,50,0,5,0,0,0,0,7
leave-taking,0/1,0,0,0,0,0,0,0,0
parting,0/1,0,0,0,0,0,0,0,5
french leave,0/0,N/A,0,0,0,0,0,0,N/A
sailing,0/1,0,0,0,0,0,0,0,1
takeoff,0/0,N/A,0,0,0,0,0,0,N/A
withdrawal,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
advantage,3/44,7,0,3,0,0,0,0,2
vantage,1/2,50,0,1,0,0,0,0,5
,,,,,,,,,
good,1/2,50,0,1,0,0,0,0,7
,,,,,,,,,
common good,0/0,N/A,0,0,0,0,0,0,N/A
commonweal,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
desire,1/82,2,0,1,0,0,0,0,4
want,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
ache,14/24,59,0,8,6,0,0,0,7
yen,0/0,N/A,0,0,0,0,0,0,N/A
pine,80/128,63,0,54,23,3,0,0,10
,,,,,,,,,
,,,,,,,,,
kind,0/53,0,0,0,0,0,0,0,8
sort,0/53,0,0,0,0,0,0,0,8
form,3/19,16,0,3,0,0,0,0,5
variety,0/22,0,0,0,0,0,0,0,3
,,,,,,,,,
make,0/0,N/A,0,0,0,0,0,0,N/A
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
adult,2/860,1,0,2,0,0,0,0,5
grownup,0/860,0,0,0,0,0,0,0,3
male,1/14,8,0,1,0,0,0,0,3
male person,0/184,0,0,0,0,0,0,0,3
,,,,,,,,,
man,24/127,19,0,19,5,0,0,0,6
,,,,,,,,,
adonis,0/0,N/A,0,0,0,0,0,0,N/A
babu,0/0,N/A,0,0,0,0,0,0,N/A
baboo,0/0,N/A,0,0,0,0,0,0,N/A
bachelor,0/0,N/A,0,0,0,0,0,0,N/A
unmarried man,0/0,N/A,0,0,0,0,0,0,N/A
bey,0/0,N/A,0,0,0,0,0,0,N/A
