filename,letters_words,blw,lable,predict,,,
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (28).txt,,5.843137255,7.142857143,1,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (531).txt,,5.984585742,16.666666667,2,2,1,
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (309).txt,,6.676056338,13.043478261,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (294).txt,,5.439655172,13.653136531,1,1,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (152).txt,,6.186363636,12.903225806,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (920).txt,,6.568594104,10.14198783,3,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (227).txt,,6.192118227,14.468085106,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (290).txt,,5.727430556,17.587939698,2,1,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (85).txt,,6.295774648,15.277777778,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (439).txt,,6.795964126,13.106796117,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (646).txt,,6.282467532,17.796610169,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (668).txt,,6.828571429,13.636363636,1,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (412).txt,,7.472340426,12.5,2,3,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (175).txt,,6.944444444,9.090909091,2,3,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (632).txt,,6.728205128,24.418604651,1,2,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (614).txt,,6.160377358,7.142857143,1,2,0,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (165).txt,,5.27238806,16.260162602,1,1,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (312).txt,,6.15503876,10.810810811,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (738).txt,,6.128390597,14.170040486,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (211).txt,,6.904109589,12.121212121,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (306).txt,,5.764505119,10.256410256,2,1,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (127).txt,,6.442724458,12.285714286,3,2,0,
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (27).txt,,5.446808511,18.644067797,2,1,0,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (81).txt,,14.48627451,22.289156627,3,3,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (312).txt,,7.240310078,14.705882353,2,2,1,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (149).txt,,5.355932203,28.070175439,2,1,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (700).txt,,7.472972973,14.285714286,2,3,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (421).txt,,7.282626427,13.005780347,3,3,1,
data/ppVietnamese_by_catalog/Difficult/l/l (77).txt,,6.850304613,12.133891213,3,2,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (206).txt,,7.666666667,11.29707113,3,3,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (598).txt,,7.059701493,13.513513514,1,2,0,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (105).txt,,6.369942197,9.230769231,2,2,1,
data/ppVietnamese_by_catalog/Difficult/l/l (149).txt,,7.194019402,11.43847487,3,3,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (54).txt,,6.518072289,11.214953271,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (232).txt,,5.590982287,18.181818182,1,1,1,
data/ppVietnamese_by_catalog/Easy/t/t (34).txt,,5.716707022,12.883435583,1,1,1,
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (312).txt,,6.053571429,10.810810811,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (278).txt,,5.068181818,17.587939698,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (114).txt,,7.281115037,10.5,3,3,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (155).txt,,5.647739447,12.35059761,2,1,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (588).txt,,6.318644068,19.620253165,1,2,0,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (584).txt,,7.0625,16.666666667,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (162).txt,,5.903381643,11.961722488,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (641).txt,,7,19.14893617,1,2,0,
data/ppVietnamese_by_catalog/Difficult/tl/tl (139).txt,,6.930768345,10.769230769,3,2,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (298).txt,,5.816326531,9.523809524,1,2,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (349).txt,,6.209876543,8.823529412,1,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (288).txt,,6.598343685,11.25,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (148).txt,,5.796486091,15.789473684,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (112).txt,,5.415662651,8.333333333,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (430).txt,,6.954098361,6.040268456,2,3,0,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (19).txt,,5.808022923,12.820512821,1,2,0,
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (735).txt,,5.797752809,14.795918367,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (7).txt,,7.254385965,18.461538462,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (933).txt,,6.939222042,11.111111111,3,2,0,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (280).txt,,5.417624521,15.294117647,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (960).txt,,6.76648773,8.394160584,3,2,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (67).txt,,7.363063063,11.178247734,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (33).txt,,7.719224283,8.407871199,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (401).txt,,7.723712218,10.829103215,3,3,1,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (76).txt,,5.438596491,12.5,2,1,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (562).txt,,6.131761442,15.625,2,2,1,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (28).txt,,5.388436482,15.584415584,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (859).txt,,7.287569573,10.669077758,3,3,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (175).txt,,5.4,7.142857143,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (8).txt,,5.136494253,16.580310881,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (866).txt,,5.74887218,11.711711712,2,1,0,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (291).txt,,6.158460161,13.672922252,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (298).txt,,5.570815451,13.265306122,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (463).txt,,6.325123153,17.283950617,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (339).txt,,4.984375,5.970149254,1,1,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (355).txt,,7.165562914,12.987012987,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (309).txt,,6.261437908,9.322033898,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (647).txt,,6.594285714,14.285714286,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (529).txt,,7.074675325,14.880952381,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (38).txt,,7.110638298,12.745098039,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (229).txt,,6.446875,11.888111888,1,2,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (734).txt,,7.064,15.492957746,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (197).txt,,6.033333333,10.891089109,2,2,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (272).txt,,6.597222222,19.512195122,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (150).txt,,5.495833333,17.117117117,1,1,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (218).txt,,8.264833575,12.903225806,3,3,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (400).txt,,6.367231638,27.941176471,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (448).txt,,7.340010015,10.714285714,3,3,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (264).txt,,6.401980198,11.917098446,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (517).txt,,6.28475872,15.083798883,3,2,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (41).txt,,7.301387137,11,3,3,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (209).txt,,5.916291629,11.484593838,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (221).txt,,5.949519231,14.035087719,2,2,1,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (33).txt,,6.028490028,11.409395973,2,2,1,
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (44).txt,,4.695121951,19.607843137,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (688).txt,,7.042076992,13.109756098,3,2,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (555).txt,,7.365970558,10.534124629,3,3,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (50).txt,,5.263027295,14.074074074,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (95).txt,,5.656565657,22.580645161,1,1,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (811).txt,,5.934579439,8,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (263).txt,,8.056518463,11.423220974,3,3,1,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (63).txt,,6.214285714,18.987341772,1,2,0,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (22).txt,,6.346534653,22.807017544,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (535).txt,,6.052631579,19.318181818,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (99).txt,,6.534313725,16.326530612,2,2,1,
data/ppVietnamese_by_catalog/Difficult/l/l (211).txt,,7.011738149,12.67281106,3,2,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (816).txt,,7.931271478,8.726415094,3,3,1,
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (16).txt,,5.413793103,16.049382716,1,1,1,
data/ppVietnamese_by_catalog/Easy/mn/mn (4).txt,,5.068119891,16.346153846,1,1,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (103).txt,,6.630952381,14.473684211,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (406).txt,,6.867346939,15.555555556,2,2,1,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (130).txt,,6.158518519,15.151515152,2,2,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (301).txt,,5.962804006,16.796875,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (579).txt,,5.409090909,12.903225806,2,1,0,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (53).txt,,5.221204188,15.639810427,1,1,1,
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (168).txt,,5.937046005,9.756097561,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (172).txt,,7.025423729,11,2,2,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (251).txt,,6.496629213,14.21319797,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (36).txt,,5.089201878,5.319148936,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-8/vm-8 (9).txt,,5.180887372,14.655172414,1,1,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (539).txt,,6.76744186,16.417910448,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (24).txt,,5.571428571,12.587412587,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (128).txt,,6.028571429,10.294117647,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (269).txt,,5.588505747,14.792899408,2,1,0,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (155).txt,,6.25,20,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (305).txt,,5.335555556,10.869565217,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (900).txt,,6.754480287,17.24137931,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (864).txt,,7.638972163,9.284332689,3,3,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (602).txt,,5.8,13.095238095,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (72).txt,,5.275766017,17.006802721,1,1,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (12).txt,,6.181818182,12.5,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (543).txt,,6.042857143,2.702702703,1,2,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (104).txt,,5.408450704,16.483516484,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (226).txt,,5.136363636,15.346534653,1,1,1,
data/ppVietnamese_by_catalog/Normal/KGS_NLD_/KGS_NLD_ (127).txt,,5.299539171,12.345679012,2,1,0,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (117).txt,,5.535502959,14.503816794,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (675).txt,,7.081018519,9.6,3,3,1,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (20).txt,,5.612334802,18.62745098,2,1,0,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (368).txt,,6.924460432,14.414414414,2,2,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (186).txt,,8.44314266,15.217391304,3,3,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (209).txt,,5.39084507,15.315315315,1,1,1,
